"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,5,1513,41,1,4,2011,38,1,37,1,15,1,2,1,952,77,0,1,1,0,0,5,40,0,9999998,0,3,196,9,2,189,3,1,1,5,0,8,1,3,5,0,8,9,12,1
"26",26,5,80,41,0,4,2011,34,1,0,1,7,4,3,3,620,77,0,5,2,0,0,0,0,7,0,0,3,240,4,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,2
"27",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,5,1602,41,6,4,2011,29,1,20,1,1,1,2,1,795,349,0,1,1,0,0,5,40,3,11000,0,2,170,9,3,140,2,1,1,1,0,0,1,3,5,0,0,11,12,8
"30",30,5,1839,41,4,4,2011,29,1,26,2,2,1,1,1,622,77,0,5,1,775,128,5,30,15,9999998,9999998,1,196,11,2,135,7,1,2,5,0,0,1,1,5,0,0,12,9,5
"31",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,5,3552,41,0,5,2011,65,2,0,0,0,3,3,5,0,0,0,5,3,0,0,0,0,22,0,0,5,180,8,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,2
"35",35,5,5882,41,1,5,2011,49,1,46,0,0,1,2,1,470,538,0,5,1,0,0,5,10,10,32000,0,2,182,0,4,160,11,1,1,1,1,8,1,1,5,0,8,12,13,1
"36",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,5,975,41,0,5,2011,44,1,38,2,15,4,1,1,562,538,0,5,1,470,497,5,15,15,24000,10000,1,285,3,1,230,3,1,1,5,0,1,1,3,5,0,8,10,12,1
"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,5,8244,41,3,5,2011,27,2,0,1,2,5,3,1,365,438,0,5,3,0,0,0,0,6,28000,0,1,120,7,0,0,0,0,0,0,0,0,1,1,1,0,8,12,0,3
"45",45,5,8389,12,0,5,2011,38,1,27,1,4,1,1,1,43,108,0,5,1,0,0,5,20,0,9999999,0,3,210,2,3,128,10,1,1,1,2,0,1,0,0,0,0,17,14,1
"46",46,5,536,41,4,5,2011,55,1,45,0,0,3,2,1,913,779,0,5,1,0,0,5,30,1,30000,0,2,180,1,4,363,7,1,1,5,0,8,1,3,5,0,8,10,12,5
"47",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,5,3149,12,0,6,2011,89,2,0,0,0,3,1,6,0,0,0,5,3,0,0,0,0,20,0,0,3,190,0,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"51",51,5,3622,26,0,6,2011,56,1,56,0,0,1,1,1,325,219,0,5,1,0,0,5,25,0,85000,0,2,195,3,1,148,4,1,1,1,4,8,1,1,1,5,8,17,16,1
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,5,4234,24,0,6,2011,36,1,36,2,2,1,3,1,982,968,0,5,1,313,819,5,10,10,85000,24000,2,200,1,2,120,1,1,1,1,4,1,1,1,1,4,0,16,16,1
"54",54,5,4787,30,2,6,2011,30,1,28,0,0,1,1,1,980,968,0,5,1,142,729,5,6,6,90000,52000,1,215,1,1,175,10,1,1,1,4,1,1,1,1,4,8,16,16,5
"55",55,5,5342,29,0,6,2011,29,1,0,0,0,2,2,1,980,968,0,5,2,0,0,0,0,10,100000,0,1,200,3,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"56",56,5,7106,26,0,6,2011,27,1,0,0,0,2,2,1,325,219,0,5,2,0,0,0,0,1,35000,0,1,180,2,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,2
"57",57,5,4773,12,1,6,2011,66,1,62,0,0,1,3,4,624,477,0,5,1,883,507,5,1,3,27000,24000,2,215,9,2,183,6,1,1,1,1,8,1,3,5,0,0,11,13,1
"58",58,5,5667,12,0,6,2011,37,1,39,3,5,1,2,1,12,229,0,5,1,313,819,5,12,4,79700,68000,2,170,10,2,130,6,1,1,1,4,0,1,1,1,4,0,16,16,1
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,5,550,34,0,7,2011,56,1,57,0,0,1,3,5,0,0,0,5,1,353,809,5,0,0,0,9999998,5,250,5,3,143,2,1,1,5,0,8,1,1,5,0,8,12,12,1
"62",62,5,499,34,0,7,2011,55,2,0,0,0,4,3,1,402,827,0,5,3,0,0,0,0,20,30000,0,1,180,9,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"63",63,5,21,34,0,7,2011,53,1,30,0,0,4,1,5,0,0,0,5,1,912,618,5,20,10,0,22000,4,192,10,2,160,3,1,1,5,0,8,1,3,5,0,8,11,12,1
"64",64,5,1100,34,1,7,2011,39,2,0,0,0,5,2,6,0,0,0,1,3,0,0,0,0,3,0,0,1,142,2,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,5
"65",65,5,43,34,1,7,2011,37,1,37,2,1,1,1,1,913,617,0,1,1,405,868,5,28,7,15850,1100,3,297,9,3,262,0,1,1,5,0,0,1,3,5,0,0,11,12,1
"66",66,5,163,34,2,7,2011,36,1,44,0,0,4,1,1,951,77,0,5,1,422,787,5,28,0,40000,29000,2,200,9,2,110,6,1,1,5,0,99,1,3,5,0,0,11,12,5
"67",67,5,434,34,0,7,2011,36,2,0,0,0,4,3,1,360,827,0,1,3,0,0,0,0,5,20000,0,3,180,5,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"68",68,5,379,34,0,7,2011,34,1,32,0,0,1,1,1,720,469,0,5,1,0,0,5,25,10,28000,0,3,176,5,4,209,4,1,2,5,0,0,1,3,5,0,0,10,9,1
"69",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,5,523,34,1,7,2011,30,1,27,3,1,1,2,1,914,619,0,5,1,0,0,5,35,0,1400,0,3,260,6,5,140,5,1,3,5,0,0,1,3,5,0,0,11,11,1
"71",71,5,3452,34,2,7,2011,27,1,25,1,5,1,1,1,425,777,0,5,1,472,509,5,25,30,9999998,9999998,4,130,6,3,160,3,1,1,5,0,0,1,1,5,0,8,12,12,5
"72",72,5,83,34,2,7,2011,23,1,0,0,0,2,1,1,734,867,0,5,2,0,0,0,0,8,14000,0,4,180,10,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,3
"73",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,5,183,34,1,7,2011,54,2,0,0,0,4,1,6,0,0,0,5,3,0,0,0,0,25,0,0,4,250,6,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"78",78,5,6885,12,1,7,2011,40,1,0,4,1,4,3,1,795,287,0,5,2,0,0,0,0,10,44000,0,4,215,6,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2
"79",79,5,532,34,0,7,2011,41,1,37,1,8,1,2,1,961,467,0,1,1,770,907,5,14,1,9999998,8268,3,170,0,3,190,2,1,3,5,0,8,1,3,5,0,8,99,11,1
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,5,477,34,1,7,2011,35,1,30,4,1,1,1,1,402,868,0,5,1,0,0,5,35,10,22000,0,3,265,9,3,250,5,1,1,5,0,8,1,2,1,0,8,12,12,1
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,5,177,34,0,7,2011,22,1,21,1,2,2,1,1,913,617,0,5,1,405,868,5,4,0,5000,300,1,280,0,1,130,2,1,1,5,0,8,1,1,5,0,0,12,12,1
"85",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,5,2486,32,0,10,2011,67,2,0,0,0,4,1,7,275,916,0,5,3,0,0,0,0,0,1800,0,3,200,4,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,5,8551,32,1,10,2011,47,2,0,1,2,5,1,1,234,789,0,1,3,0,0,0,0,3,10000,0,2,180,6,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"92",92,5,2506,32,0,10,2011,45,1,0,0,0,2,1,3,461,829,0,5,2,0,0,0,0,3,9999999,0,1,155,8,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"93",93,5,2581,32,2,10,2011,64,1,49,0,0,1,3,4,425,777,0,5,1,0,0,5,18,10,9999999,0,4,220,7,3,175,6,2,3,5,0,8,2,1,1,2,8,14,11,5
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,5,8316,32,2,10,2011,35,1,0,0,0,2,2,1,425,777,0,1,2,0,0,0,0,27,5700,0,4,225,7,0,0,0,0,0,0,0,0,2,2,5,0,8,11,0,3
"96",96,5,8869,32,5,10,2011,21,2,0,1,1,2,2,1,476,538,0,5,3,0,0,0,0,12,10000,0,2,160,4,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,8
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,5,8800,32,1,10,2011,47,2,0,0,0,5,3,1,912,618,0,5,3,0,0,0,0,6,9999999,0,2,180,9,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,5,4144,32,0,10,2011,44,1,40,1,5,1,4,1,2,539,0,5,1,305,538,5,15,1,39000,120000,2,185,6,3,165,4,2,1,1,5,8,2,1,1,4,8,16,17,1
"101",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,5,139,4,1,11,2011,92,2,0,0,0,3,2,6,0,0,0,5,3,0,0,0,0,0,0,0,3,150,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"104",104,5,30,4,0,11,2011,58,1,0,0,0,4,2,1,193,59,0,5,2,0,0,0,0,20,9999999,0,2,170,11,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2
"105",105,5,3225,50,0,13,2011,82,1,80,0,0,1,1,4,0,0,0,5,1,0,0,5,5,8,0,0,3,172,8,5,138,2,1,1,5,0,8,1,3,5,0,1,10,12,1
"106",106,5,3979,50,3,13,2011,61,2,0,0,0,5,3,4,0,0,0,5,3,0,0,0,0,15,0,0,5,173,3,0,0,0,0,0,0,0,0,1,1,1,3,99,15,0,3
"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,5,3817,50,0,13,2011,63,1,59,0,0,1,2,4,620,37,0,5,1,0,0,5,15,5,48696,0,2,210,0,2,145,0,1,1,1,1,1,1,1,1,2,8,14,13,1
"110",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,5,4256,50,0,13,2011,36,1,33,1,8,1,2,1,730,207,0,5,1,202,837,5,15,7,120000,13400,2,220,11,2,125,2,1,1,1,4,0,1,1,1,2,0,14,16,1
